scaling_factor	Tardiness	makespan	# late jobs	# large set-ups	delta makespan
-25.901	346319	21665	60	162	7179
-25.801	319403	21609	56	159	6221
-25.701	350942	20534	59	161	3977
-25.601	327916	20202	68	159	3896
-25.501	353186	21456	63	159	5985
-25.401	360153	21005	62	163	5752
-25.301	340426	19682	64	161	3989
-25.201	310136	21611	60	158	5914
-25.101	360175	22419	61	162	8199
-25.001	312750	20782	59	157	4349
-24.901	305294	21812	56	162	7225
-24.801	343517	21750	61	159	5858
-24.701	351331	20869	69	156	6298
-24.601	345459	23357	62	159	12442
-24.501	351283	21964	61	157	6401
-24.401	359947	20847	63	160	4140
-24.301	341751	21374	62	161	6904
-24.201	318020	27814	69	160	15973
-24.101	328010	22129	61	163	8239
-24.001	354222	20231	63	157	4290
-23.901	351687	21847	73	160	6550
-23.801	319605	22734	65	164	10108
-23.701	345824	22654	67	158	7989
-23.601	334000	23154	65	162	8163
-23.501	342173	22087	69	161	6874
-23.401	327292	23950	53	160	10467
-23.301	373037	21809	61	159	8426
-23.201	337352	23153	62	164	7327
-23.101	340866	21453	70	160	7559
-23.001	344430	23129	64	155	8215
-22.901	345102	23028	69	158	7405
-22.801	347857	19990	60	161	5438
-22.701	332598	20333	59	162	3709
-22.601	342478	21382	63	161	6230
-22.501	350092	19540	68	160	3254
-22.401	334492	21294	59	158	6490
-22.301	319604	19758	57	158	4506
-22.201	314415	20265	65	159	5670
-22.101	358762	21107	64	163	8325
-22.001	337445	24881	65	160	11067
-21.901	285699	23175	65	163	7573
-21.801	343693	24774	65	159	13545
-21.701	348437	21595	62	158	8028
-21.601	356535	23790	59	158	10773
-21.501	370233	24188	65	158	12832
-21.401	341671	23556	61	158	9702
-21.301	346684	23043	69	157	12467
-21.201	343336	18812	63	157	1098
-21.101	350607	21059	59	162	5858
-21.001	321696	20707	56	163	3919
-20.901	363316	21386	69	159	6715
-20.801	347676	21377	68	158	6560
-20.701	349483	23366	64	160	10370
-20.601	348707	23038	63	159	8788
-20.501	364903	20027	63	161	3538
-20.401	329208	22531	63	162	6956
-20.301	359439	23241	63	157	7210
-20.201	354540	23177	62	161	7487
-20.101	333253	20176	60	162	3743
-20.001	333132	19452	65	159	2640
-19.901	326895	21942	67	155	5503
-19.801	340123	24321	64	162	9943
-19.701	346039	22297	65	160	9218
-19.601	336822	19148	61	159	2264
-19.501	323539	22355	62	158	8266
-19.401	365369	22313	58	159	7491
-19.301	348843	24188	64	160	11982
-19.201	361777	22015	66	162	9307
-19.101	372558	21122	68	160	6229
-19.001	337565	21501	60	158	8078
-18.901	348793	21009	64	161	6893
-18.801	358752	21235	64	160	5991
-18.701	347246	22421	66	157	6056
-18.601	354278	19626	62	157	2843
-18.501	334340	22440	64	159	9310
-18.401	346572	21089	59	161	6683
-18.301	368127	23036	67	161	8932
-18.201	339975	23368	64	159	10543
-18.101	317796	24053	65	155	9775
-18.001	336733	19485	59	160	3576
-17.901	342247	23428	58	158	8544
-17.801	357873	19092	69	159	2433
-17.701	363413	23584	64	160	8913
-17.601	337904	23117	63	156	8087
-17.501	379607	20380	59	161	5120
-17.401	348445	21658	63	160	5241
-17.301	337081	19620	65	154	4540
-17.201	364480	21845	61	158	8698
-17.101	343834	20942	71	161	6432
-17.001	384299	27122	61	158	18972
-16.901	363277	23762	63	164	9132
-16.801	351748	22288	63	163	9951
-16.701	327431	21276	63	158	5998
-16.601	338932	23680	59	163	8863
-16.501	366537	20754	61	157	3851
-16.401	355555	21723	61	155	8175
-16.301	358743	24556	70	158	12140
-16.201	371633	21021	64	158	6049
-16.101	384307	26259	64	160	11131
-16.001	362444	21537	69	161	6190
-15.901	363202	20232	61	161	4628
-15.801	343720	19321	68	161	3169
-15.701	344578	21056	71	158	4653
-15.601	350758	20080	62	159	6702
-15.501	332713	21255	61	159	7233
-15.401	360948	20096	65	158	4597
-15.301	365335	24729	67	162	12486
-15.201	343494	22156	60	159	7892
-15.101	369066	21742	65	162	6231
-15.001	366765	19762	62	158	5345
-14.901	360139	21969	61	161	6332
-14.801	362475	23169	64	162	9225
-14.701	366854	20207	62	164	5978
-14.601	335543	21792	61	159	5552
-14.501	383986	22764	67	158	6424
-14.401	338149	20438	62	159	4022
-14.301	339898	27160	60	159	14372
-14.201	341063	26246	57	159	14176
-14.101	327456	21517	61	164	5748
-14.001	356008	19363	69	154	3086
-13.901	379713	24623	62	163	13581
-13.801	342720	20020	67	160	3407
-13.701	313986	21939	60	159	11058
-13.601	344682	24004	70	160	10657
-13.501	346654	21928	62	161	7792
-13.401	374166	23577	66	163	10107
-13.301	376236	21640	59	157	8091
-13.201	360269	23228	63	159	7583
-13.101	347660	22071	62	156	6189
-13.001	332521	23700	59	158	9196
-12.901	350274	23986	66	161	8286
-12.801	372260	22925	62	158	9687
-12.701	347584	23945	64	161	8745
-12.601	356158	20318	74	159	3895
-12.501	362005	23270	67	162	11813
-12.401	384923	21392	70	161	8671
-12.301	391406	22109	60	160	7378
-12.201	387838	21685	70	161	5658
-12.101	389136	25516	61	163	13137
-12.001	365865	20136	67	161	4192
-11.901	359641	19877	58	160	5258
-11.801	378398	20856	72	162	4732
-11.701	366222	22613	62	155	6827
-11.601	364831	19416	72	158	2758
-11.501	345226	23928	60	156	11683
-11.401	326197	27904	67	156	13593
-11.301	357264	20373	67	158	4496
-11.201	385278	26165	58	159	14092
-11.101	381725	18799	68	160	1221
-11.001	378597	21595	69	160	7351
-10.901	369402	22865	61	162	7770
-10.801	355561	22810	65	158	11305
-10.701	357928	22675	58	159	6624
-10.601	347409	21938	64	161	7313
-10.501	379884	23754	64	161	10763
-10.401	391668	23351	63	162	9204
-10.301	366034	19618	70	155	3156
-10.201	396300	22357	61	162	7161
-10.101	341102	24500	60	162	9850
-10.001	380606	21018	70	164	5057
-9.90095	355832	23058	59	162	12138
-9.80095	366030	21240	72	158	6693
-9.70095	333189	19654	63	157	3027
-9.60095	383592	21328	70	160	6892
-9.50095	354049	21867	61	158	7702
-9.40095	359771	20059	64	157	3951
-9.30095	385421	24203	70	158	9346
-9.20095	353021	27220	64	160	15572
-9.10095	362752	18864	73	156	1366
-9.00095	372083	21191	59	162	7999
-8.90095	379163	21718	66	158	6009
-8.80095	381474	21788	68	161	7104
-8.70095	363522	21819	62	161	7278
-8.60095	387925	20726	68	160	4670
-8.50095	390338	20735	73	157	5101
-8.40095	370867	27415	66	163	14153
-8.30095	383958	23523	67	160	8258
-8.20095	393914	22544	70	163	10100
-8.10095	383232	19767	70	158	4733
-8.00095	368258	20917	70	162	3887
-7.90095	404916	21295	64	158	7482
-7.80095	386519	19976	69	161	3006
-7.70095	388656	24660	65	163	11783
-7.60095	395042	20417	68	155	4925
-7.50095	398923	22866	71	163	10703
-7.40095	393644	21966	67	159	7612
-7.30095	399356	26034	65	162	12426
-7.20095	377394	21193	65	160	6999
-7.10095	379786	20683	68	159	3736
-7.00095	357138	20855	67	156	5399
-6.90095	392765	20520	71	161	4560
-6.80095	382107	21531	67	161	7043
-6.70095	392692	20947	65	156	4422
-6.60095	401651	23354	76	159	9214
-6.50095	396087	21585	70	161	8050
-6.40095	348268	20510	69	161	5755
-6.30095	391621	21659	63	157	6011
-6.20095	378764	22082	64	161	6897
-6.10095	383749	21951	64	161	9056
-6.00095	388337	23115	60	160	9986
-5.90095	383772	20847	61	161	5699
-5.80095	404047	21620	67	159	6141
-5.70095	419721	20415	71	162	6609
-5.60095	391583	22081	58	163	9538
-5.50095	402342	22439	69	159	9699
-5.40095	395389	18639	67	155	1349
-5.30095	405874	21443	66	162	8778
-5.20095	407375	20157	70	158	4868
-5.10095	391169	20322	73	162	4228
-5.00095	379314	21368	68	164	5621
-4.90095	432035	27492	70	161	15333
-4.80095	427198	24708	74	156	10119
-4.70095	409868	22989	67	159	8090
-4.60095	412893	22775	70	155	6737
-4.50095	409594	23791	71	162	10681
-4.40095	426581	20580	68	156	5011
-4.30095	370498	22102	67	154	6381
-4.20095	394421	22044	65	159	8868
-4.10095	418367	22592	67	160	9149
-4.00095	400794	24482	72	157	9525
-3.90095	410589	20438	68	154	4735
-3.80095	405622	20355	69	161	4436
-3.70095	394688	21607	68	159	7893
-3.60095	419119	24522	67	157	10483
-3.50095	438154	23286	71	159	7930
-3.40095	385366	21920	65	159	7738
-3.30095	411899	19596	68	165	3235
-3.20095	415400	21386	70	159	6991
-3.10095	436142	21000	74	160	6166
-3.00095	399978	20733	69	159	6266
-2.90095	407207	22220	73	163	9104
-2.80095	433660	19564	74	158	3088
-2.70095	444783	24759	69	163	9470
-2.60095	428533	23588	76	158	9727
-2.50095	415071	19587	68	163	3752
-2.40095	425109	21084	68	157	4773
-2.30095	443552	23753	66	159	12327
-2.20095	428973	20226	68	162	6248
-2.10095	473461	23122	65	164	11455
-2.00095	457580	21445	74	159	7481
-1.90095	453090	18889	71	155	2104
-1.80095	431037	19024	68	163	1814
-1.70095	497956	24506	67	160	10811
-1.60095	437187	19643	77	160	3153
-1.50095	454011	21893	66	157	8635
-1.40095	458801	22981	71	160	7793
-1.30095	449282	19720	71	159	3362
-1.20095	465161	22154	73	158	8574
-1.10095	497956	24506	67	160	10811
-1.00095	469546	20851	78	158	6335
-0.900952	455537	21682	77	161	8241
-0.800951	403584	25171	67	159	12369
-0.700951	356621	21837	70	158	8751
-0.600951	236122	23681	77	159	13518
-0.500951	295466	22260	88	159	8425
-0.400951	214213	26518	103	152	14799
-0.300951	248933	22559	82	164	8481
-0.200951	242371	24658	98	158	13186
-0.100951	176562	25372	92	150	11802
-0.000951426	239564	19968	85	159	4009
0.0990486	150004	20837	34	159	6073
0.199049	234938	20665	51	164	3664
0.299049	255542	21149	53	157	6422
0.399049	257251	19383	53	159	2870
0.499049	293993	19565	54	156	2245
0.599049	283096	21947	53	156	7775
0.699049	279162	21140	55	156	6753
0.799049	345001	22090	64	159	7662
0.899049	294559	19174	47	158	2104
0.999049	341315	22385	61	160	8091
1.09905	339798	22168	64	160	9644
1.19905	335521	18884	65	160	1576
1.29905	363329	20116	59	160	7057
1.39905	347502	23168	67	158	10352
1.49905	345766	19183	64	158	2276
1.59905	337465	22031	60	162	7527
1.69905	365692	21123	64	159	6431
1.79905	298356	23094	75	159	12697
1.89905	270977	25533	77	161	13004
1.99905	312441	23983	62	163	9328
2.09905	233446	24105	73	161	13040
2.19905	294180	24465	60	158	10790
2.29905	216056	23914	71	160	13157
2.39905	279177	24759	67	155	15268
2.49905	242452	26064	60	161	13607
2.59905	232400	26796	68	154	15231
2.69905	211388	26647	72	155	14244
2.79905	217670	27049	67	159	17343
2.89905	219848	24699	78	153	13188
2.99905	191727	25683	81	156	16669
3.09905	173110	27245	74	154	18597
3.19905	166991	29435	68	159	20417
3.29905	221165	22296	67	165	13127
3.39905	153893	28590	91	154	21952
3.49905	176824	26512	62	158	18885
3.59905	175962	27636	69	158	20988
3.69905	188254	24783	62	158	12156
3.79905	197742	25011	77	160	11986
3.89905	165824	26949	67	155	15552
3.99905	162855	25665	74	158	15121
4.09905	162259	27060	63	154	15042
4.19905	141700	27762	76	161	18374
4.29905	142885	24091	58	162	12824
4.39905	125936	23966	76	155	14410
4.49905	146115	26402	57	159	13120
4.59905	136486	25557	77	161	17670
4.69905	129904	25060	60	161	15453
4.79905	167832	29415	62	160	17833
4.89905	158389	26065	60	160	14377
4.99905	148891	25245	50	164	17382
5.09905	144775	25868	57	159	11933
5.19905	222581	26966	61	156	17148
5.29905	133640	28398	68	160	20085
5.39905	126224	28895	70	163	18354
5.49905	171882	24302	51	160	17036
5.59905	99285	26852	71	157	17175
5.69905	178108	26191	68	164	14601
5.79905	112015	25685	65	155	13716
5.89905	110812	26562	70	159	16102
5.99905	171280	26492	63	157	15214
6.09905	134675	25547	53	158	14382
6.19905	195904	22033	60	162	8025
6.29905	152471	27985	61	163	15240
6.39904	127646	21820	53	161	10772
6.49904	101122	26992	60	154	17845
6.59904	135300	26851	55	163	13824
6.69904	145962	23110	51	162	10823
6.79904	176849	21144	55	160	5844
6.89904	155126	24381	57	160	10321
6.99904	164180	22716	56	162	8433
7.09904	96624	26004	59	159	15905
7.19904	154569	22207	50	159	8382
7.29904	116714	28498	55	158	19834
7.39904	93399	25933	53	159	18390
7.49904	113438	27702	67	160	19640
7.59904	99010	24170	57	158	11667
7.69904	101330	26646	57	156	16244
7.79904	213002	23023	49	161	8378
7.89904	100101	25350	58	157	15769
7.99904	172421	21743	67	161	7538
8.09904	112952	26200	57	156	15012
8.19904	95310	26667	65	157	18978
8.29904	127940	23460	64	155	12365
8.39904	125501	25360	60	158	10972
8.49905	106075	27948	66	159	16849
8.59905	87686	24387	50	161	14057
8.69905	137130	20926	59	157	9504
8.79905	138717	22319	54	161	9134
8.89905	140244	21004	52	164	7506
8.99905	114427	22919	51	158	12068
9.09905	148790	21167	57	163	7298
9.19905	111249	23540	50	163	10974
9.29905	87488	27824	54	153	17969
9.39905	162317	21257	55	160	7870
9.49905	117047	22571	55	162	7112
9.59905	92784	26394	54	157	16110
9.69905	151535	22074	57	158	10491
9.79905	133793	24407	53	162	12245
9.89905	103950	24648	48	155	10424
9.99905	126539	21396	58	161	6454
10.0991	93086	27291	52	158	14922
10.1991	130404	26365	54	162	17204
10.2991	110094	23258	53	162	11992
10.3991	131655	22085	57	159	8343
10.4991	158327	22584	45	158	11658
10.5991	98696	25890	51	163	13886
10.6991	119866	23592	46	158	12368
10.7991	119513	27226	56	161	14801
10.8991	123004	22378	53	161	7492
10.9991	78119	23056	46	157	12545
11.0991	117837	25607	50	158	10860
11.1991	92948	24779	52	160	13384
11.2991	101563	22389	50	162	8411
11.3991	100624	27591	62	160	17868
11.4991	100384	23733	52	160	11579
11.5991	97928	23927	52	156	11908
11.6991	110776	21817	44	156	8155
11.7991	126145	25391	44	157	11694
11.8991	100665	26996	50	161	16911
11.9991	124867	23111	51	161	7765
12.0991	111045	21173	49	160	5522
12.1991	97215	25026	45	160	13571
12.2991	126762	26021	56	156	12568
12.3991	117007	25775	61	156	13382
12.4991	119609	25832	49	159	16313
12.5991	126122	25021	53	156	14084
12.6991	116769	21901	51	158	8708
12.7991	127507	22815	49	160	7062
12.8991	134886	24351	42	161	13812
12.9991	96643	27139	45	155	14267
13.0991	92631	21910	54	161	7414
13.1991	98754	23401	43	161	11490
13.2991	121764	25130	64	162	11427
13.3991	138428	22239	56	159	9646
13.4991	81514	26806	54	159	16808
13.5991	80838	25138	40	156	12154
13.6991	119777	27043	53	158	13437
13.7991	108166	24516	49	162	11884
13.8991	94675	28969	61	157	20615
13.9991	96713	25806	53	159	12142
14.0991	176454	24962	48	161	11612
14.1991	143818	24567	54	162	14878
14.2991	115669	27160	58	160	15821
14.3991	130071	26296	46	159	12540
14.4991	110923	24643	52	160	15432
14.5991	142186	25331	47	157	14317
14.6991	108643	22907	48	163	7934
14.7991	83252	27877	48	158	15445
14.8991	92524	24348	49	159	10270
14.9991	99353	24458	52	160	10460
15.0991	111695	25045	48	157	14876
15.1991	109023	25195	46	159	14415
15.2991	121877	24048	45	159	11097
15.3991	90689	23557	50	163	10592
15.4991	124177	24622	49	153	12726
15.5991	86562	24705	56	158	14630
15.6991	100553	27010	48	162	16093
15.7991	135050	25693	47	160	11812
15.8991	96033	25729	50	160	11071
15.9991	92021	21029	41	158	6202
16.0991	101125	23890	52	162	11800
16.1991	114673	23878	56	154	10799
16.2991	92318	23702	54	156	9776
16.3991	105865	25659	38	160	11257
16.4991	71130	21471	54	160	6937
16.5991	133352	20033	52	161	2723
16.6991	106306	21685	51	160	7242
16.7991	81376	22225	39	164	9459
16.8991	81657	28632	52	157	18454
16.9991	108841	22808	46	158	9954
17.0991	87267	22297	46	162	7617
17.1991	96901	23960	46	160	12302
17.2991	146583	26314	47	158	14113
17.3991	117228	22260	52	155	7915
17.4991	107398	22779	40	159	12362
17.5991	115590	26426	50	152	14984
17.6991	104700	26497	47	159	13924
17.7991	134062	23752	51	159	8781
17.8991	121925	27582	58	161	13079
17.9991	143797	25783	41	165	14371
18.0991	86563	26892	48	160	15776
18.1991	59464	23844	43	163	11241
18.2991	93762	27014	59	156	15496
18.3991	85713	20727	47	158	7631
18.4991	93740	26126	55	163	13015
18.5991	92943	21714	43	161	6478
18.6991	56713	22137	42	154	10844
18.7991	98315	24277	44	157	10046
18.8991	91399	21150	46	157	6446
18.9991	102346	25994	52	160	15077
19.0991	124405	22272	46	162	8017
19.1991	83232	23946	41	160	11781
19.2991	112431	26847	52	160	14244
19.3991	107627	21840	49	160	8616
19.4991	72889	23249	48	157	11920
19.5991	81778	23849	52	160	10390
19.6991	66737	23902	41	159	14462
19.7991	89178	20554	42	159	4807
19.8991	125397	21483	49	152	7059
19.9991	129516	22608	51	160	9367
20.0991	107819	25493	45	158	13954
20.1991	104597	24618	45	161	12812
20.2991	76248	23751	44	156	9534
20.3991	86562	23986	44	156	10245
20.4991	73256	24426	40	158	12501
20.5991	81139	23476	46	158	9547
20.6991	92232	25630	52	160	13001
20.7991	118653	24500	51	160	13253
20.8991	106586	23398	40	158	9551
20.9991	119787	22026	45	157	8199
21.0991	85079	23926	49	156	11378
21.1991	129466	24910	45	161	10506
21.2991	89441	23324	35	162	11078
21.3991	101541	19622	40	157	4554
21.4991	113516	22230	46	162	10937
21.5991	135874	23469	51	161	12978
21.6991	74030	22477	49	160	9094
21.7991	108902	23509	51	160	9110
21.8991	97051	22105	40	160	6938
21.9991	102002	21407	48	162	6664
22.0991	103828	25446	39	157	14522
22.1991	101657	24887	38	162	13400
22.2991	81394	27086	48	161	12915
22.3991	145063	22634	46	158	7945
22.4991	89714	25218	43	162	14598
22.5991	105350	22288	42	158	8248
22.6991	148600	24462	56	158	12017
22.7991	126365	25374	53	159	13311
22.8991	100673	23461	42	160	12098
22.9991	91731	26331	53	162	12274
23.0991	84936	21474	40	161	5734
23.1991	82068	24464	45	163	11603
23.2991	93930	21518	44	159	10083
23.3991	95708	22073	51	155	9730
23.4991	90846	23407	56	161	12907
23.5991	70215	21229	39	161	8516
23.6991	89348	23507	47	159	11248
23.7991	80818	24901	44	156	14349
23.8991	123603	24498	38	159	9837
23.9991	88257	25663	39	159	13567
24.0991	89106	19583	44	154	3441
24.1991	94214	22455	47	161	10372
24.2991	133432	26703	52	160	16937
24.3991	110666	22509	49	159	8959
24.4991	56407	27596	40	160	14718
24.5991	92349	22209	35	159	8795
24.6991	70047	22421	39	163	9013
24.7991	72338	25804	52	159	16380
24.8991	101112	23175	45	161	12892
24.9991	80256	26907	42	161	13031
25.0991	118438	22460	47	159	9404
25.1991	89284	24085	45	162	8325
25.2991	111332	26909	43	160	12808
25.3991	103788	23215	41	159	11003
25.4991	121329	20075	45	158	5813
25.5991	79488	22975	40	161	8298
25.6991	109578	24769	55	157	11241
25.7991	111571	22432	44	159	10651
25.8991	88035	22517	48	158	9067
25.9991	79098	27909	46	161	16005
26.0991	84165	20658	49	155	5839
26.1991	78624	26331	46	161	14452
26.2991	109261	24352	40	158	10124
26.3991	119565	20914	38	158	7438
26.4991	133075	22071	45	158	10737
26.5991	155763	24989	46	162	13474
26.6991	118367	21766	41	164	5119
26.7991	122385	23705	40	162	12767
26.8991	126938	21807	39	158	8601
26.9991	68062	23063	46	161	12762
27.0991	100076	22074	41	157	10507
27.1991	95534	25074	37	156	14575
27.2991	100164	23069	42	161	12729
27.3991	114159	24652	40	155	9942
27.4991	97657	20672	44	159	6181
27.5991	89755	26040	55	158	16708
27.6991	91496	22990	54	165	8665
27.7991	80354	24356	44	155	12393
27.8991	108321	22659	42	155	10357
27.9991	76570	21842	48	155	8939
28.0991	78797	26053	39	159	12815
28.1991	140180	26506	45	160	13124
28.2991	59257	24407	40	163	10924
28.3991	135950	23183	38	161	11775
28.4991	74150	20818	42	156	5250
28.5991	70738	25935	41	153	14932
28.6991	134088	26138	51	162	17146
28.7991	72364	25441	32	165	12942
28.8991	58126	25511	36	152	12965
28.9991	99535	21139	50	159	7672
29.0991	89109	24992	42	158	15622
29.1991	111731	20818	52	162	5723
29.2991	75699	27857	39	160	15354
29.3991	187274	22620	46	161	9662
29.4991	62764	20642	33	162	7855
29.5991	111353	23932	48	161	11423
29.6991	57746	26962	40	156	13266
29.7991	104144	21467	39	161	6473
29.8991	128048	23158	42	162	8394
29.9991	81915	26496	45	163	15377
30.0991	94099	24192	39	161	11157
30.1991	109295	27046	55	156	17228
30.2991	59161	25502	48	155	16261
30.3991	62244	26058	38	160	12932
30.4991	92393	23130	44	162	9431
30.5991	106628	23816	44	156	10307
30.6991	90795	25241	46	157	10920
30.7991	89137	24216	44	158	13112
30.8991	131530	24976	40	159	12830
30.9991	116472	22970	41	159	8838
31.0991	86661	23996	45	160	10969
31.1991	126425	24440	43	161	11557
31.2991	88966	23762	45	154	13193
31.3991	165388	24069	43	163	13390
31.4991	92691	25206	44	162	11027
31.5991	93347	23343	40	159	9372
31.6991	144888	23410	44	163	9593
31.7991	56608	23656	43	158	12077
31.8991	115161	20623	42	159	6116
31.9991	59858	22242	40	158	6121
32.0991	93398	22593	39	162	8325
32.1991	89975	22269	44	158	6486
32.2991	110375	20517	40	160	3967
32.3991	69325	23899	44	159	12225
32.4991	114561	22357	52	161	6286
32.5991	121706	23995	61	160	13973
32.6991	94746	25533	47	162	11728
32.7991	83489	24661	46	159	12432
32.8991	108203	23616	46	160	8763
32.9991	107574	21693	46	162	8424
33.0991	92705	25730	43	156	13869
